PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP
George Hill,2015,255,535,69,193,113,143,0.476635514,0.357512953,0.79020979
Derrick Favors,2015,479,913,1,6,221,331,0.524644031,0.166666667,0.667673716
Wesley Matthews,2015,337,753,173,446,109,145,0.447543161,0.387892377,0.751724138
Jeff Teague,2015,408,887,71,207,275,319,0.459977452,0.342995169,0.862068966
Mike Conley,2015,393,882,107,277,214,249,0.445578231,0.386281588,0.859437751
Jamal Crawford,2015,332,839,119,364,227,252,0.395709178,0.326923077,0.900793651
Dwight Howard,2015,251,423,1,2,143,271,0.593380615,0.5,0.527675277
Chandler Parsons,2015,383,829,132,347,139,193,0.462002413,0.380403458,0.720207254
Louis Williams,2015,375,928,152,447,340,395,0.404094828,0.340044743,0.860759494
Enes Kanter,2015,481,926,16,45,183,234,0.519438445,0.355555556,0.782051282
Brandon Jennings,2015,218,543,76,211,120,143,0.401473297,0.360189573,0.839160839
Markieff Morris,2015,512,1100,57,179,177,232,0.465454545,0.318435754,0.762931034
Bradley Beal,2015,364,852,106,259,130,166,0.427230047,0.409266409,0.78313253
Ty Lawson,2015,404,926,70,205,265,363,0.436285097,0.341463415,0.730027548
Al Horford,2015,519,965,11,36,107,141,0.537823834,0.305555556,0.758865248
Jeff Green,2015,416,967,97,292,239,287,0.430196484,0.332191781,0.832752613
Andrea Bargnani,2015,161,353,15,40,82,101,0.456090652,0.375,0.811881188
Jrue Holiday,2015,238,534,51,135,65,76,0.445692884,0.377777778,0.855263158
Michael Carter-Williams,2015,364,916,36,152,200,289,0.397379913,0.236842105,0.692041522
Reggie Jackson,2015,432,996,72,241,181,218,0.43373494,0.298755187,0.830275229
Joe Johnson,2015,446,1025,121,337,141,176,0.435121951,0.359050445,0.801136364
Tony Parker,2015,404,832,38,89,130,166,0.485576923,0.426966292,0.78313253
Serge Ibaka,2015,374,786,77,205,92,110,0.475826972,0.375609756,0.836363636
Mo Williams,2015,341,860,119,348,163,187,0.396511628,0.341954023,0.871657754
Thaddeus Young,2015,451,967,38,115,131,200,0.4663909,0.330434783,0.655
Luol Deng,2015,366,779,78,220,184,243,0.469833119,0.354545455,0.757201646
Wilson Chandler,2015,418,975,139,406,110,142,0.428717949,0.342364532,0.774647887
Avery Bradley,2015,434,1012,124,352,79,100,0.428853755,0.352272727,0.79
Tim Duncan,2015,419,819,2,7,230,311,0.511599512,0.285714286,0.739549839
Alec Burks,2015,121,300,26,68,106,129,0.403333333,0.382352941,0.821705426
Andre Drummond,2015,494,962,0,2,142,365,0.513513514,0,0.389041096
Ryan Anderson,2015,291,729,122,359,129,151,0.399176955,0.339832869,0.854304636
Shabazz Muhammad,2015,194,397,20,51,104,145,0.488664987,0.392156863,0.717241379
CJ Miles,2015,329,827,154,446,130,161,0.397823458,0.34529148,0.807453416
Eric Gordon,2015,285,693,141,315,107,133,0.411255411,0.447619048,0.804511278
Robert Covington,2015,298,753,167,444,176,215,0.395750332,0.376126126,0.818604651
Nick Young,2015,174,476,83,225,132,148,0.365546218,0.368888889,0.891891892
Khris Middleton,2015,406,869,109,268,134,156,0.467203682,0.406716418,0.858974359
Jared Sullinger,2015,311,707,52,184,96,129,0.439886846,0.282608696,0.744186047
Arron Afflalo,2015,375,884,118,333,167,198,0.424208145,0.354354354,0.843434343
Deron Williams,2015,299,772,87,237,201,241,0.387305699,0.367088608,0.834024896
Trevor Ariza,2015,366,910,194,555,122,143,0.402197802,0.34954955,0.853146853
Giannis Antetokounmpo,2015,383,780,7,44,257,347,0.491025641,0.159090909,0.740634006
Kentavious Caldwell-Pope,2015,390,972,153,444,110,158,0.401234568,0.344594595,0.696202532
Trey Burke,2015,368,999,123,388,106,142,0.368368368,0.317010309,0.746478873
Rodney Stuckey,2015,332,754,55,141,177,216,0.440318302,0.390070922,0.819444444
Kenneth Faried,2015,373,736,1,8,199,288,0.506793478,0.125,0.690972222
DeMarre Carroll,2015,318,653,120,304,127,181,0.486983155,0.394736842,0.701657459
Danilo Gallinari,2015,228,568,107,301,171,191,0.401408451,0.355481728,0.895287958
Josh Smith,2015,414,987,72,228,127,255,0.419452888,0.315789474,0.498039216
Jabari Parker,2015,129,263,4,16,46,66,0.490494297,0.25,0.696969697
Marcin Gortat,2015,439,775,0,3,123,175,0.566451613,0,0.702857143
Kyle Korver,2015,292,600,221,449,106,118,0.486666667,0.4922049,0.898305085
Ben McLemore,2015,363,831,140,391,130,160,0.436823105,0.358056266,0.8125
Gerald Henderson,2015,370,847,45,136,184,217,0.436835891,0.330882353,0.847926267
J.R. Smith,2015,315,755,163,426,54,72,0.417218543,0.382629108,0.75
Jonas Valanciunas,2015,373,652,0,1,217,276,0.57208589,0,0.786231884
Donatas Motiejunas,2015,353,699,49,132,100,166,0.505007153,0.371212121,0.602409639
Evan Fournier,2015,253,575,85,225,107,147,0.44,0.377777778,0.727891156
Jordan Hill,2015,357,777,3,11,124,168,0.459459459,0.272727273,0.738095238
Jarrett Jack,2015,359,817,39,146,200,227,0.439412485,0.267123288,0.881057269
Jabari Brown,2015,70,170,23,62,64,85,0.411764706,0.370967742,0.752941176
Gerald Green,2015,324,778,137,387,99,120,0.416452442,0.354005168,0.825
Jordan Clarkson,2015,267,595,38,121,131,158,0.448739496,0.314049587,0.829113924
Paul Pierce,2015,293,656,118,303,164,210,0.446646341,0.389438944,0.780952381
Dion Waiters,2015,375,946,73,246,117,172,0.39640592,0.296747967,0.680232558
Terrence Jones,2015,158,299,13,37,57,94,0.528428094,0.351351351,0.606382979
Langston Galloway,2015,197,497,59,171,61,74,0.39637827,0.34502924,0.824324324
Danny Green,2015,322,738,191,457,111,127,0.436314363,0.417943107,0.874015748
Draymond Green,2015,339,765,111,329,132,200,0.443137255,0.337386018,0.66
David West,2015,323,686,4,20,119,161,0.470845481,0.2,0.739130435
Aaron Brooks,2015,344,817,121,313,145,174,0.421052632,0.38658147,0.833333333
DeAndre Jordan,2015,379,534,1,4,187,471,0.709737828,0.25,0.397027601
Amar'e Stoudemire,2015,273,490,0,4,134,186,0.557142857,0,0.720430108
Ersan Ilyasova,2015,263,557,74,190,69,107,0.472172352,0.389473684,0.644859813
Corey Brewer,2015,343,806,63,235,168,226,0.425558313,0.268085106,0.743362832
Tim Hardaway Jr.,2015,273,708,118,349,123,154,0.38559322,0.338108883,0.798701299
O.J. Mayo,2015,296,700,99,276,115,139,0.422857143,0.358695652,0.827338129
Jeremy Lin,2015,277,655,65,176,213,268,0.422900763,0.369318182,0.794776119
Jodie Meeks,2015,222,534,74,212,145,160,0.415730337,0.349056604,0.90625
Nene,2015,307,601,1,5,122,202,0.510815308,0.2,0.603960396
Vander Blue,2015,9,30,2,10,2,5,0.3,0.2,0.4
Anthony Morrow,2015,285,615,141,325,79,89,0.463414634,0.433846154,0.887640449
Brandon Bass,2015,344,683,9,32,169,214,0.503660322,0.28125,0.789719626
Roy Hibbert,2015,317,710,0,2,168,204,0.446478873,0,0.823529412
Manu Ginobili,2015,251,589,89,258,147,204,0.42614601,0.34496124,0.720588235
Marcus Morris,2015,331,763,112,313,71,113,0.433813893,0.357827476,0.628318584
Marreese Speights,2015,318,646,5,18,150,178,0.492260062,0.277777778,0.842696629
Alexey Shved,2015,133,335,47,139,121,150,0.397014925,0.338129496,0.806666667
Ricky Rubio,2015,78,219,13,51,57,71,0.356164384,0.254901961,0.802816901
Kelly Olynyk,2015,251,528,61,175,93,136,0.475378788,0.348571429,0.683823529
Nikola Mirotic,2015,253,624,99,313,228,284,0.405448718,0.31629393,0.802816901
Patrick Beverley,2015,204,532,115,323,45,60,0.383458647,0.356037152,0.75
Mario Chalmers,2015,263,649,72,241,202,261,0.405238829,0.298755187,0.77394636
Zach LaVine,2015,286,677,57,167,149,177,0.422451994,0.341317365,0.84180791
Courtney Lee,2015,288,644,90,225,111,129,0.447204969,0.4,0.860465116
Harrison Barnes,2015,316,656,87,215,108,150,0.481707317,0.404651163,0.72
Gary Neal,2015,188,503,50,164,117,135,0.373757455,0.304878049,0.866666667
Matt Barnes,2015,277,624,136,376,74,95,0.443910256,0.361702128,0.778947368
CJ Watson,2015,181,417,70,175,138,167,0.434052758,0.4,0.826347305
Wayne Ellington,2015,254,617,90,243,52,64,0.411669368,0.37037037,0.8125
Dennis Schroder,2015,284,665,52,148,148,179,0.427067669,0.351351351,0.826815642
Wesley Johnson,2015,286,691,91,259,90,112,0.413892909,0.351351351,0.803571429
Luc Mbah a Moute,2015,251,636,62,202,96,163,0.394654088,0.306930693,0.588957055
Terrence Ross,2015,309,753,145,390,44,56,0.410358566,0.371794872,0.785714286
Anderson Varejao,2015,111,200,0,2,33,45,0.555,0,0.733333333
Gorgui Dieng,2015,259,512,1,6,191,244,0.505859375,0.166666667,0.782786885
Timofey Mozgov,2015,314,566,2,6,155,216,0.554770318,0.333333333,0.717592593
Robin Lopez,2015,234,437,0,1,98,127,0.535469108,0,0.771653543
Evan Turner,2015,320,746,33,119,106,141,0.428954424,0.277310924,0.75177305
D.J. Augustin,2015,258,647,83,246,178,205,0.398763524,0.337398374,0.868292683
Greivis Vasquez,2015,296,725,133,351,50,66,0.408275862,0.378917379,0.757575758
Mike Dunleavy,2015,209,481,107,263,70,87,0.434511435,0.406844106,0.804597701
Luis Scola,2015,299,641,5,20,158,226,0.466458658,0.25,0.699115044
Nicolas Batum,2015,240,599,100,308,84,98,0.40066778,0.324675325,0.857142857
Amir Johnson,2015,298,519,19,46,79,129,0.574181118,0.413043478,0.612403101
Isaiah Canaan,2015,146,378,91,246,49,60,0.386243386,0.369918699,0.816666667
Marco Belinelli,2015,199,470,86,230,84,99,0.423404255,0.373913043,0.848484848
PJ Tucker,2015,261,596,87,252,104,143,0.437919463,0.345238095,0.727272727
Jason Richardson,2015,62,178,31,96,17,22,0.348314607,0.322916667,0.772727273
Jose Calderon,2015,142,344,59,139,28,29,0.412790698,0.424460432,0.965517241
Bojan Bogdanovic,2015,261,576,91,256,87,106,0.453125,0.35546875,0.820754717
Rajon Rondo,2015,275,645,27,86,31,78,0.426356589,0.313953488,0.397435897
Elfrid Payton,2015,301,708,11,42,118,214,0.425141243,0.261904762,0.551401869
Solomon Hill,2015,251,634,68,208,159,193,0.395899054,0.326923077,0.823834197
Omri Casspi,2015,209,427,35,87,140,191,0.489461358,0.402298851,0.732984293
Michael Beasley,2015,92,212,8,34,20,26,0.433962264,0.235294118,0.769230769
Paul George,2015,18,49,9,22,8,11,0.367346939,0.409090909,0.727272727
Hollis Thompson,2015,224,543,115,287,63,89,0.41252302,0.400696864,0.707865169
Devin Harris,2015,219,524,95,266,132,162,0.417938931,0.357142857,0.814814815
Boris Diaw,2015,291,633,54,170,72,93,0.45971564,0.317647059,0.774193548
Mason Plumlee,2015,280,489,0,3,157,317,0.572597137,0,0.495268139
Randy Foye,2015,148,402,94,263,45,55,0.368159204,0.357414449,0.818181818
Dwight Buycks,2015,18,40,7,11,9,10,0.45,0.636363636,0.9
Rodney Hood,2015,154,372,61,169,60,78,0.413978495,0.360946746,0.769230769
Tony Allen,2015,225,455,10,29,79,126,0.494505495,0.344827586,0.626984127
Mirza Teletovic,2015,122,319,62,193,33,46,0.382445141,0.321243523,0.717391304
Sebastian Telfair,2015,46,125,18,60,24,34,0.368,0.3,0.705882353
Rudy Gobert,2015,258,427,0,2,170,273,0.604215457,0,0.622710623
Derrick Williams,2015,217,485,49,156,134,196,0.44742268,0.314102564,0.683673469
Jameer Nelson,2015,205,504,89,258,24,36,0.406746032,0.34496124,0.666666667
Zaza Pachulia,2015,240,529,0,3,126,160,0.4536862,0,0.7875
Lance Stephenson,2015,207,550,18,105,69,110,0.376363636,0.171428571,0.627272727
Jason Smith,2015,255,585,15,42,127,153,0.435897436,0.357142857,0.830065359
Henry Sims,2015,237,497,4,20,106,137,0.476861167,0.2,0.773722628
Iman Shumpert,2015,193,471,67,196,43,64,0.409766454,0.341836735,0.671875
Patrick Patterson,2015,240,535,105,283,63,80,0.448598131,0.371024735,0.7875
Kris Humphries,2015,211,446,0,7,87,117,0.47309417,0,0.743589744
Marcus Thornton,2015,140,345,54,143,46,56,0.405797101,0.377622378,0.821428571
David Lee,2015,160,313,0,2,68,104,0.511182109,0,0.653846154
James Johnson,2015,238,404,11,51,67,102,0.589108911,0.215686275,0.656862745
KJ McDaniels,2015,172,434,43,150,100,133,0.396313364,0.286666667,0.751879699
Andre Iguodala,2015,231,496,74,212,68,114,0.465725806,0.349056604,0.596491228
Marcus Smart,2015,175,477,91,272,82,127,0.36687631,0.334558824,0.645669291
Mike Scott,2015,201,453,66,192,61,77,0.443708609,0.34375,0.792207792
Jerryd Bayless,2015,220,516,37,120,121,137,0.426356589,0.308333333,0.883211679
Rasual Butler,2015,218,517,91,235,53,67,0.421663443,0.387234043,0.791044776
Steven Adams,2015,217,399,0,2,103,205,0.543859649,0,0.502439024
Beno Udrih,2015,246,505,26,97,87,102,0.487128713,0.268041237,0.852941176
Jae Crowder,2015,229,547,61,208,109,141,0.418647166,0.293269231,0.773049645
Norris Cole,2015,230,558,55,176,58,81,0.41218638,0.3125,0.716049383
Cody Zeller,2015,172,373,1,1,127,164,0.461126005,1,0.774390244
JJ Hickson,2015,218,459,0,2,116,201,0.474945534,0,0.577114428
Jose Juan Barea,2015,225,536,54,167,76,94,0.419776119,0.323353293,0.808510638
Tayshaun Prince,2015,177,402,31,67,49,65,0.440298507,0.462686567,0.753846154
Donald Sloan,2015,146,356,41,131,60,77,0.41011236,0.312977099,0.779220779
Marvin Williams,2015,211,496,95,265,62,87,0.425403226,0.358490566,0.712643678
Ray McCallum,2015,206,470,34,111,57,84,0.438297872,0.306306306,0.678571429
Alan Anderson,2015,194,439,73,210,82,101,0.44191344,0.347619048,0.811881188
Channing Frye,2015,191,487,136,346,31,35,0.392197125,0.393063584,0.885714286
Henry Walker,2015,58,167,45,131,14,18,0.347305389,0.34351145,0.777777778
Brandan Wright,2015,233,363,0,3,78,112,0.641873278,0,0.696428571
Joakim Noah,2015,190,427,0,2,105,174,0.444964871,0,0.603448276
Lance Thomas,2015,181,433,7,22,72,99,0.418013857,0.318181818,0.727272727
Jared Dudley,2015,198,423,74,192,48,67,0.468085106,0.385416667,0.71641791
Quincy Pondexter,2015,188,447,91,244,71,96,0.420581655,0.37295082,0.739583333
Trevor Booker,2015,224,462,29,84,84,146,0.484848485,0.345238095,0.575342466
Leandro Barbosa,2015,183,386,43,112,58,74,0.474093264,0.383928571,0.783783784
Jason Terry,2015,188,446,126,323,39,48,0.421524664,0.390092879,0.8125
Austin Rivers,2015,203,496,39,131,85,126,0.409274194,0.297709924,0.674603175
Patty Mills,2015,128,336,62,182,33,40,0.380952381,0.340659341,0.825
Jusuf Nurkic,2015,171,383,0,2,84,132,0.446475196,0,0.636363636
Kevin Garnett,2015,143,306,1,7,36,45,0.467320261,0.142857143,0.8
CJ McCollum,2015,159,365,55,139,51,73,0.435616438,0.395683453,0.698630137
Will Barton,2015,150,353,23,85,74,94,0.424929178,0.270588235,0.787234043
Chase Budinger,2015,169,390,52,143,67,81,0.433333333,0.363636364,0.827160494
Cory Joseph,2015,207,411,16,44,105,143,0.503649635,0.363636364,0.734265734
Brian Roberts,2015,176,452,62,193,66,74,0.389380531,0.321243523,0.891891892
Adreian Payne,2015,91,220,1,9,30,46,0.413636364,0.111111111,0.652173913
Darrell Arthur,2015,155,384,26,110,46,59,0.403645833,0.236363636,0.779661017
Aron Baynes,2015,185,327,1,4,90,104,0.565749235,0.25,0.865384615
Kevin Seraphin,2015,231,450,0,2,58,82,0.513333333,0,0.707317073
Ryan Kelly,2015,104,309,45,134,79,95,0.336569579,0.335820896,0.831578947
Anthony Tolliver,2015,161,393,106,290,54,69,0.409669211,0.365517241,0.782608696
Jerami Grant,2015,124,351,49,156,113,191,0.353276353,0.314102564,0.591623037
Charlie Villanueva,2015,150,362,83,221,20,35,0.414364641,0.375565611,0.571428571
Mitch McGary,2015,88,165,0,2,25,40,0.533333333,0,0.625
Jeremy Lamb,2015,104,250,38,111,49,55,0.416,0.342342342,0.890909091
Ramon Sessions,2015,125,334,19,60,133,173,0.374251497,0.316666667,0.768786127
Danny Granger,2015,65,162,30,84,28,37,0.401234568,0.357142857,0.756756757
Alex Len,2015,179,353,1,3,73,104,0.507082153,0.333333333,0.701923077
Ben Gordon,2015,129,295,35,97,56,67,0.437288136,0.360824742,0.835820896
Shane Larkin,2015,187,432,35,116,61,78,0.43287037,0.301724138,0.782051282
Chris Copeland,2015,112,310,52,167,33,45,0.361290323,0.311377246,0.733333333
Ish Smith,2015,143,367,18,60,34,57,0.389645777,0.3,0.596491228
TJ Warren,2015,113,214,5,21,14,19,0.528037383,0.238095238,0.736842105
Jason Thompson,2015,201,428,0,1,89,143,0.469626168,0,0.622377622
Tony Snell,2015,159,371,73,197,44,55,0.428571429,0.370558376,0.8
Tarik Black,2015,157,273,0,1,65,118,0.575091575,0,0.550847458
Otto Porter,2015,176,391,35,104,58,79,0.450127877,0.336538462,0.734177215
Kyle Singler,2015,172,446,96,241,40,52,0.385650224,0.398340249,0.769230769
Jonas Jerebko,2015,169,379,54,140,56,66,0.44591029,0.385714286,0.848484848
Meyers Leonard,2015,125,245,47,112,30,32,0.510204082,0.419642857,0.9375
Shaun Livingston,2015,198,396,0,2,65,91,0.5,0,0.714285714
Caron Butler,2015,161,396,83,219,55,61,0.406565657,0.378995434,0.901639344
Willie Green,2015,118,306,42,121,28,34,0.385620915,0.347107438,0.823529412
Quincy Acy,2015,150,327,18,59,76,97,0.458715596,0.305084746,0.783505155
Richard Jefferson,2015,144,324,66,155,78,114,0.444444444,0.425806452,0.684210526
Vince Carter,2015,135,406,69,232,45,57,0.332512315,0.297413793,0.789473684
Spencer Hawes,2015,163,414,55,175,44,68,0.393719807,0.314285714,0.647058824
Kyle O'Quinn,2015,119,242,12,43,44,57,0.491735537,0.279069767,0.771929825
Kirk Hinrich,2015,142,380,58,168,35,50,0.373684211,0.345238095,0.7
Thomas Robinson,2015,126,260,0,2,56,106,0.484615385,0,0.528301887
Tyler Johnson,2015,65,159,15,44,31,45,0.408805031,0.340909091,0.688888889
Chris Johnson,2015,59,149,27,92,14,16,0.395973154,0.293478261,0.875
Nate Robinson,2015,88,255,31,112,31,46,0.345098039,0.276785714,0.673913043
Pero Antic,2015,108,296,52,173,88,123,0.364864865,0.300578035,0.715447154
PJ Hairston,2015,87,269,49,163,31,36,0.323420074,0.300613497,0.861111111
Archie Goodwin,2015,79,201,12,41,61,83,0.393034826,0.292682927,0.734939759
John Jenkins,2015,49,99,21,52,16,19,0.494949495,0.403846154,0.842105263
Al-Farouq Aminu,2015,147,357,34,124,84,118,0.411764706,0.274193548,0.711864407
Sean Kilpatrick,2015,7,20,4,13,4,4,0.35,0.307692308,1
Cleanthony Early,2015,75,207,22,81,36,48,0.362318841,0.271604938,0.75
Shelvin Mack,2015,117,292,40,127,25,31,0.400684932,0.31496063,0.806451613
Drew Gooden,2015,110,277,23,61,34,44,0.397111913,0.37704918,0.772727273
Shawne Williams,2015,121,300,64,178,35,40,0.403333333,0.359550562,0.875
Thabo Sefolosha,2015,104,248,25,78,45,58,0.419354839,0.320512821,0.775862069
Justin Hamilton,2015,85,178,10,31,39,47,0.47752809,0.322580645,0.829787234
Bryce Cotton,2015,29,69,7,20,15,18,0.420289855,0.35,0.833333333
Ricky Ledo,2015,32,96,10,27,16,22,0.333333333,0.37037037,0.727272727
Elijah Millsap,2015,81,238,28,90,58,86,0.340336134,0.311111111,0.674418605
Brandon Davies,2015,55,137,8,34,24,37,0.401459854,0.235294118,0.648648649
Anthony Bennett,2015,125,296,7,22,41,64,0.422297297,0.318181818,0.640625
Chris Andersen,2015,115,199,4,12,74,112,0.577889447,0.333333333,0.660714286
Kent Bazemore,2015,141,331,48,132,60,100,0.425981873,0.363636364,0.6
JaKarr Sampson,2015,145,344,31,126,63,94,0.421511628,0.246031746,0.670212766
Tim Frazier,2015,21,61,5,17,10,21,0.344262295,0.294117647,0.476190476
Aaron Gordon,2015,93,208,13,48,44,61,0.447115385,0.270833333,0.721311475
Dante Cunningham,2015,155,339,1,10,29,47,0.457227139,0.1,0.617021277
Ronnie Price,2015,77,223,31,109,36,45,0.34529148,0.28440367,0.8
A.J. Price,2015,51,137,15,57,16,24,0.372262774,0.263157895,0.666666667
James Ennis,2015,99,241,31,94,79,94,0.410788382,0.329787234,0.840425532
Joe Ingles,2015,147,354,72,202,30,40,0.415254237,0.356435644,0.75
Gigi Datome,2015,43,89,18,40,1,1,0.483146067,0.45,1
Mike Muscala,2015,83,151,9,22,22,25,0.549668874,0.409090909,0.88
Shabazz Napier,2015,81,217,39,113,42,54,0.373271889,0.345132743,0.777777778
Andrew Nicholson,2015,83,190,13,41,15,25,0.436842105,0.317073171,0.6
Shawn Marion,2015,119,267,12,46,26,34,0.445692884,0.260869565,0.764705882
Lou Amundson,2015,105,249,0,1,40,86,0.421686747,0,0.465116279
Dante Exum,2015,144,414,83,263,20,32,0.347826087,0.315589354,0.625
Matthew Dellavedova,2015,111,307,68,167,29,38,0.361563518,0.407185629,0.763157895
Damjan Rudez,2015,119,263,69,170,16,23,0.452471483,0.405882353,0.695652174
John Lucas III,2015,42,104,9,29,5,5,0.403846154,0.310344828,1
Jordan Farmar,2015,61,158,35,97,10,11,0.386075949,0.360824742,0.909090909
Sergey Karasev,2015,54,134,16,54,29,38,0.402985075,0.296296296,0.763157895
Markel Brown,2015,76,210,17,64,47,57,0.361904762,0.265625,0.824561404
Robert Sacre,2015,126,306,0,1,55,82,0.411764706,0,0.670731707
Jannero Pargo,2015,15,35,9,22,2,2,0.428571429,0.409090909,1
Dorell Wright,2015,72,190,41,108,34,42,0.378947368,0.37962963,0.80952381
Jon Leuer,2015,121,273,7,29,37,59,0.443223443,0.24137931,0.627118644
Alonzo Gee,2015,87,186,13,35,54,77,0.467741935,0.371428571,0.701298701
Robbie Hummel,2015,79,172,16,51,24,29,0.459302326,0.31372549,0.827586207
James Jones,2015,74,201,63,175,39,46,0.368159204,0.36,0.847826087
Andre Miller,2015,145,290,7,34,58,77,0.5,0.205882353,0.753246753
