PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP
Enes Kanter,2014,419,853,0,1,149,204,0.491207503,0,0.730392157
Manu Ginobili,2014,294,627,90,258,160,188,0.468899522,0.348837209,0.85106383
Corey Brewer,2014,388,808,59,211,163,227,0.48019802,0.279620853,0.718061674
Ramon Sessions,2014,330,769,35,124,326,404,0.429128739,0.282258065,0.806930693
Terrence Jones,2014,386,712,31,101,118,195,0.542134831,0.306930693,0.605128205
Khris Middleton,2014,376,854,120,290,118,137,0.44028103,0.413793103,0.861313869
Jameer Nelson,2014,294,747,136,391,96,112,0.393574297,0.347826087,0.857142857
Kyle Korver,2014,289,609,185,392,87,94,0.47454844,0.471938776,0.925531915
Vince Carter,2014,330,811,146,371,161,196,0.406905055,0.393530997,0.821428571
JJ Hickson,2014,332,654,0,8,150,290,0.50764526,0,0.517241379
Tristan Thompson,2014,363,761,0,1,235,339,0.477003942,0,0.693215339
O.J. Mayo,2014,224,550,84,227,76,88,0.407272727,0.370044053,0.863636364
Rajon Rondo,2014,141,350,26,90,42,67,0.402857143,0.288888889,0.626865672
Jose Calderon,2014,341,748,191,425,52,63,0.455882353,0.449411765,0.825396825
Darren Collison,2014,324,694,71,189,192,224,0.46685879,0.375661376,0.857142857
Marco Belinelli,2014,337,695,126,293,111,131,0.484892086,0.43003413,0.847328244
Mike Dunleavy,2014,333,774,123,324,140,164,0.430232558,0.37962963,0.853658537
Jonas Valanciunas,2014,359,676,0,1,198,260,0.531065089,0,0.761538462
Andray Blatche,2014,321,674,15,54,164,221,0.476261128,0.277777778,0.742081448
Ersan Ilyasova,2014,237,579,37,131,107,130,0.409326425,0.282442748,0.823076923
John Henson,2014,344,639,0,1,91,177,0.538341158,0,0.514124294
Brandon Bass,2014,352,725,2,6,205,239,0.485517241,0.333333333,0.857740586
DeMarre Carroll,2014,302,642,97,268,109,141,0.470404984,0.361940299,0.773049645
Channing Frye,2014,336,778,160,432,78,95,0.431876607,0.37037037,0.821052632
Robin Lopez,2014,355,644,0,1,198,242,0.551242236,0,0.818181818
Jordan Crawford,2014,327,788,90,285,146,169,0.414974619,0.315789474,0.863905325
Terrence Ross,2014,318,751,161,408,82,98,0.423435419,0.394607843,0.836734694
Roy Hibbert,2014,331,754,2,5,207,269,0.438992042,0.4,0.769516729
Gary Neal,2014,193,471,68,180,94,105,0.409766454,0.377777778,0.895238095
Caron Butler,2014,213,540,98,249,63,75,0.394444444,0.393574297,0.84
Louis Williams,2014,197,493,79,231,152,179,0.39959432,0.341991342,0.849162011
Shawn Marion,2014,341,708,58,162,51,65,0.481638418,0.358024691,0.784615385
Nate Robinson,2014,164,383,58,154,71,85,0.428198433,0.376623377,0.835294118
Amir Johnson,2014,344,612,20,66,91,143,0.562091503,0.303030303,0.636363636
Chris Kaman,2014,176,346,0,3,52,68,0.50867052,0,0.764705882
George Hill,2014,272,616,95,260,142,176,0.441558442,0.365384615,0.806818182
Patrick Beverley,2014,199,481,92,255,83,102,0.413721414,0.360784314,0.81372549
Patty Mills,2014,309,666,135,318,73,82,0.463963964,0.424528302,0.890243902
Timothy Hardaway Jr.,2014,294,687,130,358,106,128,0.427947598,0.363128492,0.828125
Jordan Farmar,2014,151,364,70,160,44,59,0.414835165,0.4375,0.745762712
Richard Jefferson,2014,294,654,123,301,120,162,0.449541284,0.408637874,0.740740741
James Anderson,2014,309,717,115,351,77,106,0.430962343,0.327635328,0.726415094
Xavier Henry,2014,144,345,28,81,116,177,0.417391304,0.345679012,0.655367232
Matt Barnes,2014,231,527,97,283,66,90,0.438330171,0.342756184,0.733333333
CJ Miles,2014,178,409,83,211,64,75,0.435207824,0.393364929,0.853333333
Mario Chalmers,2014,254,560,87,226,121,163,0.453571429,0.384955752,0.742331288
Marcus Thornton,2014,252,639,109,316,90,112,0.394366197,0.344936709,0.803571429
Mo Williams,2014,280,672,83,225,78,89,0.416666667,0.368888889,0.876404494
Martell Webster,2014,254,587,146,372,105,125,0.432708688,0.392473118,0.84
Marcus Morris,2014,288,651,99,260,121,159,0.442396313,0.380769231,0.761006289
Raymond Felton,2014,240,608,62,195,88,122,0.394736842,0.317948718,0.721311475
Jordan Hill,2014,286,521,0,1,124,181,0.548944338,0,0.685082873
Courtney Lee,2014,295,614,72,194,99,112,0.480456026,0.371134021,0.883928571
Ray Allen,2014,240,543,116,309,105,116,0.44198895,0.375404531,0.905172414
Greivis Vasquez,2014,277,658,109,289,95,108,0.420972644,0.37716263,0.87962963
Mike Scott,2014,301,628,62,200,103,132,0.479299363,0.31,0.78030303
Kyle Singler,2014,269,602,94,246,152,184,0.446843854,0.382113821,0.826086957
Ricky Rubio,2014,255,670,44,133,227,283,0.380597015,0.330827068,0.802120141
Jarrett Jack,2014,286,698,63,185,125,149,0.40974212,0.340540541,0.838926174
Harrison Barnes,2014,271,679,66,190,130,181,0.399116348,0.347368421,0.718232044
Glen Davis,2014,271,593,4,11,95,137,0.456998314,0.363636364,0.693430657
Brian Roberts,2014,244,581,64,178,125,133,0.419965577,0.359550562,0.939849624
Timofey Mozgov,2014,285,545,4,24,196,260,0.52293578,0.166666667,0.753846154
PJ Tucker,2014,265,615,74,191,156,201,0.430894309,0.387434555,0.776119403
Andre Iguodala,2014,220,458,62,175,86,132,0.480349345,0.354285714,0.651515152
Jerryd Bayless,2014,248,617,76,212,94,118,0.401944895,0.358490566,0.796610169
Marvin Williams,2014,231,526,84,234,57,73,0.439163498,0.358974359,0.780821918
Kirk Hinrich,2014,243,619,85,242,95,125,0.392568659,0.351239669,0.76
Danny Green,2014,218,505,132,318,50,63,0.431683168,0.41509434,0.793650794
Boris Diaw,2014,302,580,45,112,68,92,0.520689655,0.401785714,0.739130435
Wesley Johnson,2014,277,651,100,271,61,77,0.425499232,0.36900369,0.792207792
Tony Allen,2014,204,413,11,47,76,121,0.493946731,0.234042553,0.628099174
Aaron Brooks,2014,233,581,96,248,83,95,0.401032702,0.387096774,0.873684211
Ben McLemore,2014,255,679,95,297,115,143,0.375552283,0.31986532,0.804195804
Tyson Chandler,2014,191,322,0,1,98,155,0.593167702,0,0.632258065
Kelly Olynyk,2014,234,501,40,113,99,122,0.467065868,0.353982301,0.81147541
Will Bynum,2014,184,430,20,62,97,121,0.427906977,0.322580645,0.801652893
Mirza Teletovic,2014,221,529,136,349,44,62,0.417769376,0.389684814,0.709677419
Patrick Patterson,2014,225,489,55,151,50,71,0.460122699,0.364238411,0.704225352
Jeremy Lamb,2014,263,609,88,247,51,64,0.431855501,0.356275304,0.796875
Josh McRoberts,2014,247,566,105,291,62,85,0.43639576,0.360824742,0.729411765
Anderson Varejao,2014,227,459,0,7,92,135,0.494553377,0,0.681481481
Kris Humphries,2014,231,462,0,3,117,144,0.5,0,0.8125
Evan Fournier,2014,228,544,89,237,93,123,0.419117647,0.375527426,0.756097561
Anthony Morrow,2014,238,520,88,195,72,87,0.457692308,0.451282051,0.827586207
Jose Juan Barea,2014,254,656,73,231,79,100,0.387195122,0.316017316,0.79
Drew Gooden,2014,76,143,7,17,24,27,0.531468531,0.411764706,0.888888889
Shaun Livingston,2014,235,487,1,6,158,191,0.482546201,0.166666667,0.827225131
Danny Granger,2014,116,307,43,128,63,67,0.377850163,0.3359375,0.940298507
Tiago Splitter,2014,181,346,0,3,121,173,0.523121387,0,0.699421965
Manny Harris,2014,28,70,7,20,10,12,0.4,0.35,0.833333333
Jeff Taylor,2014,82,218,18,67,26,47,0.376146789,0.268656716,0.553191489
Ryan Kelly,2014,157,371,48,142,110,135,0.423180593,0.338028169,0.814814815
Derrick Williams,2014,206,482,26,99,186,259,0.427385892,0.262626263,0.718146718
Kendall Marshall,2014,170,419,71,178,19,36,0.405727924,0.398876404,0.527777778
Michael Beasley,2014,177,355,21,54,61,79,0.498591549,0.388888889,0.772151899
Devin Harris,2014,96,254,31,101,92,115,0.377952756,0.306930693,0.8
Larry Sanders,2014,76,162,0,1,26,55,0.469135802,0,0.472727273
Zaza Pachulia,2014,149,349,0,1,110,130,0.426934097,0,0.846153846
Austin Rivers,2014,192,474,36,99,110,173,0.405063291,0.363636364,0.63583815
Luis Scola,2014,263,560,1,7,99,136,0.469642857,0.142857143,0.727941176
Henry Sims,2014,130,274,0,1,90,121,0.474452555,0,0.743801653
Leandro Barbosa,2014,56,131,7,25,31,39,0.427480916,0.28,0.794871795
Shelvin Mack,2014,209,501,62,184,64,74,0.417165669,0.336956522,0.864864865
Mason Plumlee,2014,199,302,0,3,122,195,0.658940397,0,0.625641026
Maurice Harkless,2014,224,483,59,154,85,143,0.463768116,0.383116883,0.594405594
James Johnson,2014,143,308,22,87,76,90,0.464285714,0.252873563,0.844444444
Michael Kidd-Gilchrist,2014,167,353,1,9,113,184,0.473087819,0.111111111,0.614130435
Alan Anderson,2014,194,485,84,248,92,118,0.4,0.338709677,0.779661017
Nate Wolters,2014,170,389,18,62,59,90,0.437017995,0.290322581,0.655555556
Pero Antic,2014,123,294,56,171,50,66,0.418367347,0.32748538,0.757575758
Al-Farouq Aminu,2014,234,494,13,48,91,137,0.473684211,0.270833333,0.664233577
Mike Miller,2014,213,443,107,233,46,56,0.480812641,0.459227468,0.821428571
Chris Douglas-Roberts,2014,111,252,51,132,66,82,0.44047619,0.386363636,0.804878049
Jared Dudley,2014,196,447,81,225,38,58,0.438478747,0.36,0.655172414
Omri Casspi,2014,173,410,61,176,83,122,0.42195122,0.346590909,0.680327869
Steve Blake,2014,133,353,79,210,33,43,0.376770538,0.376190476,0.76744186
Giannis Antetokounmpo,2014,173,418,41,118,138,202,0.413875598,0.347457627,0.683168317
Trevor Booker,2014,222,403,0,2,47,76,0.550868486,0,0.618421053
Steve Nash,2014,36,94,8,24,22,24,0.382978723,0.333333333,0.916666667
Jordan Hamilton,2014,147,376,70,198,40,51,0.390957447,0.353535354,0.784313725
Iman Shumpert,2014,183,484,76,228,53,71,0.378099174,0.333333333,0.746478873
Chase Budinger,2014,100,254,42,120,32,39,0.393700787,0.35,0.820512821
Chris Andersen,2014,177,275,3,12,120,169,0.643636364,0.25,0.710059172
Al Harrington,2014,82,207,34,100,27,35,0.396135266,0.34,0.771428571
Samuel Dalembert,2014,214,377,0,1,101,137,0.567639257,0,0.737226277
CJ Watson,2014,146,334,53,145,69,88,0.437125749,0.365517241,0.784090909
Kevin Garnett,2014,157,356,0,3,38,47,0.441011236,0,0.808510638
Norris Cole,2014,207,500,60,174,53,68,0.414,0.344827586,0.779411765
Marreese Speights,2014,195,442,8,31,110,134,0.441176471,0.258064516,0.820895522
DeJuan Blair,2014,210,393,0,2,77,121,0.534351145,0,0.636363636
E'Twaun Moore,2014,195,456,57,161,52,68,0.427631579,0.354037267,0.764705882
Dante Cunningham,2014,237,510,0,5,38,67,0.464705882,0,0.567164179
Luke Babbitt,2014,60,154,36,95,14,18,0.38961039,0.378947368,0.777777778
Thabo Sefolosha,2014,141,340,48,152,53,69,0.414705882,0.315789474,0.768115942
Quincy Pondexter,2014,31,79,11,34,21,26,0.392405063,0.323529412,0.807692308
Chris Johnson,2014,85,214,43,127,37,43,0.397196262,0.338582677,0.860465116
Draymond Green,2014,187,459,55,165,82,123,0.407407407,0.333333333,0.666666667
Ray McCallum,2014,113,300,22,59,32,43,0.376666667,0.372881356,0.744186047
Kyle O'Quinn,2014,186,371,0,3,57,83,0.501347709,0,0.686746988
Jon Leuer,2014,121,246,23,49,37,47,0.491869919,0.469387755,0.787234043
Anthony Tolliver,2014,129,307,102,247,33,41,0.42019544,0.412955466,0.804878049
Jeremy Evans,2014,175,332,0,2,51,75,0.527108434,0,0.68
Elliot Williams,2014,140,337,37,125,87,119,0.415430267,0.296,0.731092437
Kent Bazemore,2014,147,343,43,128,66,109,0.428571429,0.3359375,0.605504587
Chris Wright,2014,21,35,0,1,6,15,0.6,0,0.4
Hollis Thompson,2014,171,372,67,167,52,73,0.459677419,0.401197605,0.712328767
Cody Zeller,2014,172,404,0,1,146,200,0.425742574,0,0.73
Tayshaun Prince,2014,200,492,20,69,34,60,0.406504065,0.289855072,0.566666667
Darrell Arthur,2014,162,410,24,64,53,62,0.395121951,0.375,0.85483871
Kentavious Caldwell-Pope,2014,182,460,59,185,47,61,0.395652174,0.318918919,0.770491803
Alexis Ajinca,2014,136,249,0,1,56,67,0.546184739,0,0.835820896
Elton Brand,2014,179,332,0,2,61,94,0.539156627,0,0.64893617
Francisco Garcia,2014,118,294,69,193,10,19,0.401360544,0.357512953,0.526315789
Andrew Nicholson,2014,180,420,28,89,47,57,0.428571429,0.314606742,0.824561404
Tyler Zeller,2014,156,290,0,1,87,121,0.537931034,0,0.719008264
Shawne Williams,2014,73,192,42,129,14,20,0.380208333,0.325581395,0.7
Cartier Martin,2014,111,264,59,151,48,65,0.420454545,0.390728477,0.738461538
Jimmer Fredette,2014,107,227,40,84,19,21,0.471365639,0.476190476,0.904761905
Donatas Motiejunas,2014,131,296,21,84,58,96,0.442567568,0.25,0.604166667
Travis Outlaw,2014,130,326,41,117,42,52,0.398773006,0.35042735,0.807692308
Casper Ware,2014,18,42,7,21,5,6,0.428571429,0.333333333,0.833333333
CJ McCollum,2014,74,178,30,80,23,34,0.415730337,0.375,0.676470588
Derek Fisher,2014,141,361,88,229,55,71,0.390581717,0.384279476,0.774647887
Ben Gordon,2014,37,108,8,29,17,21,0.342592593,0.275862069,0.80952381
John Salmons,2014,150,413,63,163,40,52,0.363196126,0.386503067,0.769230769
Gerald Wallace,2014,116,230,19,64,47,101,0.504347826,0.296875,0.465346535
Dorell Wright,2014,111,297,69,202,52,69,0.373737374,0.341584158,0.753623188
Cory Joseph,2014,126,265,12,38,79,96,0.475471698,0.315789474,0.822916667
Andrei Kirilenko,2014,82,160,1,5,61,119,0.5125,0.2,0.512605042
Luke Ridnour,2014,126,327,37,108,17,26,0.385321101,0.342592593,0.653846154
Willie Green,2014,102,271,41,121,28,34,0.376383764,0.338842975,0.823529412
Quincy Miller,2014,94,256,30,94,39,55,0.3671875,0.319148936,0.709090909
Nick Calathes,2014,142,311,19,61,44,72,0.45659164,0.31147541,0.611111111
Beno Udrih,2014,78,178,19,42,25,30,0.438202247,0.452380952,0.833333333
Andre Miller,2014,106,231,11,21,60,77,0.458874459,0.523809524,0.779220779
Tyler Hansbrough,2014,93,196,0,2,126,185,0.474489796,0,0.681081081
James Jones,2014,31,68,28,54,7,11,0.455882353,0.518518519,0.636363636
Thomas Robinson,2014,141,293,0,1,57,101,0.481228669,0,0.564356436
Anthony Randolph,2014,68,176,18,61,52,69,0.386363636,0.295081967,0.753623188
Metta World Peace,2014,56,141,17,54,10,16,0.397163121,0.314814815,0.625
Gorgui Dieng,2014,113,227,1,1,59,93,0.497797357,1,0.634408602
Earl Clark,2014,97,261,41,122,22,34,0.37164751,0.336065574,0.647058824
Matthew Dellavedova,2014,122,296,57,155,38,48,0.412162162,0.367741935,0.791666667
Jannero Pargo,2014,52,118,24,60,8,11,0.440677966,0.4,0.727272727
Lavoy Allen,2014,134,300,2,13,33,50,0.446666667,0.153846154,0.66
Charlie Villanueva,2014,35,92,14,56,8,14,0.380434783,0.25,0.571428571
Isaiah Canaan,2014,31,87,18,55,21,29,0.356321839,0.327272727,0.724137931
Jae Crowder,2014,130,296,50,151,46,61,0.439189189,0.331125828,0.754098361
MarShon Brooks,2014,57,125,13,25,32,44,0.456,0.52,0.727272727
Jason Terry,2014,55,152,39,103,10,15,0.361842105,0.378640777,0.666666667
Tony Snell,2014,129,336,57,178,31,41,0.383928571,0.320224719,0.756097561
Rashard Lewis,2014,98,236,46,134,26,33,0.415254237,0.343283582,0.787878788
Darius Miller,2014,73,166,25,77,29,36,0.439759036,0.324675325,0.805555556
Vitor Faverani,2014,64,147,12,40,24,37,0.43537415,0.3,0.648648649
Kenyon Martin,2014,63,123,0,1,11,19,0.512195122,0,0.578947368
Jonas Jerebko,2014,98,208,31,74,43,59,0.471153846,0.418918919,0.728813559
Michael Harris,2014,29,61,0,2,26,27,0.475409836,0,0.962962963
Byron Mullens,2014,73,165,33,89,10,20,0.442424242,0.370786517,0.5
Anthony Bennett,2014,80,225,13,53,44,69,0.355555556,0.245283019,0.637681159
Nick Collison,2014,134,241,4,17,66,93,0.556016598,0.235294118,0.709677419
Jorge Gutierrez,2014,25,54,3,12,9,12,0.462962963,0.25,0.75
Shane Battier,2014,105,275,73,210,15,23,0.381818182,0.347619048,0.652173913
Will Barton,2014,65,156,10,33,26,32,0.416666667,0.303030303,0.8125
Alonzo Gee,2014,98,236,19,58,43,61,0.415254237,0.327586207,0.704918033
Alexey Shved,2014,76,237,30,102,68,90,0.320675105,0.294117647,0.755555556
Toney Douglas,2014,73,190,31,102,25,34,0.384210526,0.303921569,0.735294118
Darius Morris,2014,39,96,12,38,17,26,0.40625,0.315789474,0.653846154
Tyshawn Taylor,2014,31,91,3,12,24,30,0.340659341,0.25,0.8
Shabazz Muhammad,2014,57,124,3,11,26,40,0.459677419,0.272727273,0.65
Antawn Jamison,2014,29,92,8,41,18,25,0.315217391,0.195121951,0.72
Pablo Prigioni,2014,88,191,65,140,11,12,0.460732984,0.464285714,0.916666667
Mike Muscala,2014,31,73,0,3,14,14,0.424657534,0,1
John Lucas III,2014,62,190,25,84,10,16,0.326315789,0.297619048,0.625
Chauncey Billups,2014,24,79,14,48,10,12,0.303797468,0.291666667,0.833333333
Nando De Colo,2014,64,153,18,53,31,35,0.418300654,0.339622642,0.885714286
Chris Copeland,2014,55,117,33,79,10,14,0.47008547,0.417721519,0.714285714
Dennis Schroeder,2014,72,188,10,42,29,43,0.382978723,0.238095238,0.674418605
Ish Smith,2014,119,281,1,23,22,39,0.423487544,0.043478261,0.564102564
Archie Goodwin,2014,76,167,5,36,37,55,0.45508982,0.138888889,0.672727273
Doron Lamb,2014,63,160,36,90,29,36,0.39375,0.4,0.805555556
Ian Mahinmi,2014,91,189,0,1,90,145,0.481481481,0,0.620689655
Luc Mbah a Moute,2014,87,193,4,17,46,67,0.450777202,0.235294118,0.686567164
James Southerland,2014,5,15,3,6,1,2,0.333333333,0.5,0.5
Diante Garrett,2014,101,265,36,96,10,12,0.381132075,0.375,0.833333333
Perry Jones,2014,83,181,22,61,28,42,0.458563536,0.360655738,0.666666667
Robbie Hummel,2014,67,177,32,89,15,16,0.378531073,0.359550562,0.9375
Kendrick Perkins,2014,87,193,0,1,37,67,0.450777202,0,0.552238806
James Nunnally,2014,15,46,8,25,6,9,0.326086957,0.32,0.666666667
Joel Freeland,2014,77,161,0,2,20,29,0.47826087,0,0.689655172
Steve Novak,2014,60,146,52,122,6,6,0.410958904,0.426229508,1
Jeff Withey,2014,69,129,0,1,52,73,0.534883721,0,0.712328767
Justin Hamilton,2014,9,20,3,9,5,5,0.45,0.333333333,1
Matt Bonner,2014,73,164,42,98,9,12,0.445121951,0.428571429,0.75
Wayne Ellington,2014,55,126,25,59,10,11,0.436507937,0.423728814,0.909090909
John Jenkins,2014,16,42,4,18,4,4,0.380952381,0.222222222,1
Dwight Buycks,2014,15,48,5,17,8,9,0.3125,0.294117647,0.888888889
Hedo Turkoglu,2014,42,109,22,50,9,18,0.385321101,0.44,0.5
Chris Singleton,2014,25,67,7,19,18,25,0.373134328,0.368421053,0.72
Austin Daye,2014,24,68,12,37,6,10,0.352941176,0.324324324,0.6
Roger Mason Jr.,2014,25,67,17,48,7,7,0.373134328,0.354166667,1
Ian Clark,2014,26,67,11,31,5,7,0.388059701,0.35483871,0.714285714
Glen Rice Jr.,2014,11,37,5,17,5,7,0.297297297,0.294117647,0.714285714
Josh Harrellson,2014,38,82,12,31,5,7,0.463414634,0.387096774,0.714285714
Greg Stiemsma,2014,70,122,0,1,19,32,0.573770492,0,0.59375
Phil Pressey,2014,78,253,28,106,29,45,0.308300395,0.264150943,0.644444444
Brandon Davies,2014,54,128,2,10,34,53,0.421875,0.2,0.641509434
Shane Larkin,2014,52,137,12,38,16,25,0.379562044,0.315789474,0.64
Toure Murry,2014,56,129,5,12,23,39,0.434108527,0.416666667,0.58974359
Rasual Butler,2014,51,110,26,62,8,14,0.463636364,0.419354839,0.571428571
Quincy Acy,2014,66,141,4,15,35,53,0.468085106,0.266666667,0.660377358
Carrick Felix,2014,7,14,2,5,3,4,0.5,0.4,0.75
Marquis Teague,2014,38,119,5,18,26,35,0.319327731,0.277777778,0.742857143
Reggie Bullock,2014,43,121,22,73,7,9,0.355371901,0.301369863,0.777777778
Eric Maynor,2014,32,101,12,37,6,11,0.316831683,0.324324324,0.545454545
Lorenzo Brown,2014,26,86,3,30,9,13,0.302325581,0.1,0.692307692
Meyers Leonard,2014,41,91,0,6,16,21,0.450549451,0,0.761904762
Gigi Datome,2014,34,97,7,39,8,10,0.350515464,0.179487179,0.8
Ronnie Price,2014,28,92,9,43,9,13,0.304347826,0.209302326,0.692307692
Gal Mekel,2014,30,86,5,20,8,12,0.348837209,0.25,0.666666667
Adonis Thomas,2014,6,14,1,5,1,1,0.428571429,0.2,1
Donald Sloan,2014,44,117,10,42,12,20,0.376068376,0.238095238,0.6
Dionte Christmas,2014,22,62,9,31,18,24,0.35483871,0.290322581,0.75
Landry Fields,2014,27,67,0,5,14,22,0.402985075,0,0.636363636
Peyton Siva,2014,18,57,7,25,11,15,0.315789474,0.28,0.733333333
Victor Claver,2014,17,42,3,18,10,11,0.404761905,0.166666667,0.909090909
Orlando Johnson,2014,36,113,9,47,19,26,0.318584071,0.191489362,0.730769231
Allen Crabbe,2014,12,33,6,14,3,4,0.363636364,0.428571429,0.75
Shannon Brown,2014,24,66,0,2,15,21,0.363636364,0,0.714285714
Charles Hayes,2014,56,130,0,1,20,25,0.430769231,0,0.8
Otto Porter,2014,33,91,4,21,8,12,0.362637363,0.19047619,0.666666667
Brandon Rush,2014,30,90,16,47,3,5,0.333333333,0.340425532,0.6
Jared Cunningham,2014,6,21,1,7,13,16,0.285714286,0.142857143,0.8125
Keith Bogans,2014,3,6,3,6,3,3,0.5,0.5,1
Andre Roberson,2014,33,68,2,13,7,10,0.485294118,0.153846154,0.7
Malcolm Thomas,2014,7,16,1,4,0,2,0.4375,0.25,0
Jamaal Franklin,2014,16,39,5,11,2,2,0.41025641,0.454545455,1
Garrett Temple,2014,51,141,6,29,30,43,0.361702128,0.206896552,0.697674419
Aaron Gray,2014,27,61,0,1,11,20,0.442622951,0,0.55
Ricky Ledo,2014,6,17,3,8,4,4,0.352941176,0.375,1
Sergey Karasev,2014,12,35,4,19,9,10,0.342857143,0.210526316,0.9
Solomon Hill,2014,17,40,7,23,6,7,0.425,0.304347826,0.857142857
Vander Blue,2014,2,4,0,1,1,5,0.5,0,0.2
Stephen Jackson,2014,6,26,1,14,2,4,0.230769231,0.071428571,0.5
A.J. Price,2014,19,46,6,22,0,2,0.413043478,0.272727273,0
Othyus Jeffers,2014,3,6,0,2,3,4,0.5,0,0.75
Damion James,2014,2,9,0,2,2,2,0.222222222,0,1
Jason Collins,2014,11,24,0,3,3,4,0.458333333,0,0.75
Tornike Shengelia,2014,13,28,0,6,3,8,0.464285714,0,0.375
Nemanja Nedovic,2014,8,39,3,18,7,8,0.205128205,0.166666667,0.875
Tony Mitchell,2014,5,12,1,1,11,19,0.416666667,1,0.578947368
Mike James,2014,5,21,1,5,0,2,0.238095238,0.2,0
Bernard James,2014,11,23,0,1,6,11,0.47826087,0,0.545454545
Julyan Stone,2014,7,17,2,8,2,3,0.411764706,0.25,0.666666667
Scotty Hopson,2014,0,4,0,2,1,2,0,0,0.5
Earl Watson,2014,3,11,2,7,4,4,0.272727273,0.285714286,1
Mustafa Shakur,2014,0,3,0,1,1,2,0,0,0.5
Ronnie Brewer,2014,3,15,1,8,0,2,0.2,0.125,0
Darius Johnson-Odom,2014,0,7,0,3,0,2,0,0,0
Russell Westbrook,2015,627,1471,86,288,546,654,0.426240653,0.298611111,0.834862385
James Harden,2015,647,1470,208,555,715,824,0.440136054,0.374774775,0.867718447
Kevin Durant,2015,238,467,64,159,146,171,0.509635974,0.402515723,0.85380117
LeBron James,2015,624,1280,120,340,375,528,0.4875,0.352941176,0.710227273
Anthony Davis,2015,642,1199,1,12,371,461,0.535446205,0.083333333,0.804772234
Carmelo Anthony,2015,358,806,61,179,189,237,0.444168734,0.340782123,0.797468354
DeMarcus Cousins,2015,498,1066,2,8,423,541,0.467166979,0.25,0.781885397
Stephen Curry,2015,653,1341,286,646,308,337,0.486950037,0.442724458,0.913946588
LaMarcus Aldridge,2015,659,1415,37,105,306,362,0.465724382,0.352380952,0.845303867
Kobe Bryant,2015,266,713,54,184,196,241,0.373071529,0.293478261,0.813278008
Blake Griffin,2015,574,1144,10,25,311,427,0.501748252,0.4,0.728337237
Kyrie Irving,2015,578,1235,157,378,315,365,0.468016194,0.415343915,0.863013699
Klay Thompson,2015,602,1299,239,545,225,256,0.46343341,0.43853211,0.87890625
Dwyane Wade,2015,505,1074,29,102,280,366,0.470204842,0.284313725,0.765027322
Chris Bosh,2015,343,745,63,168,179,232,0.460402685,0.375,0.771551724
Rudy Gay,2015,508,1116,79,220,337,393,0.455197133,0.359090909,0.857506361
Damian Lillard,2015,590,1360,196,572,344,398,0.433823529,0.342657343,0.864321608
DeMar DeRozan,2015,409,990,25,88,361,434,0.413131313,0.284090909,0.831797235
Jimmy Butler,2015,421,912,73,193,386,463,0.461622807,0.378238342,0.833693305
Kevin Martin,2015,267,626,75,192,170,193,0.426517572,0.390625,0.880829016
Nikola Vucevic,2015,631,1206,2,6,164,218,0.523217247,0.333333333,0.752293578
Gordon Hayward,2015,484,1085,120,330,375,462,0.446082949,0.363636364,0.811688312
Chris Paul,2015,568,1171,139,350,289,321,0.485055508,0.397142857,0.900311526
Monta Ellis,2015,602,1354,81,284,228,303,0.444608567,0.285211268,0.752475248
Pau Gasol,2015,570,1154,12,26,294,366,0.493934142,0.461538462,0.803278689
Victor Oladipo,2015,473,1086,84,248,262,320,0.435543278,0.338709677,0.81875
Kyle Lowry,2015,430,1043,132,391,252,312,0.412272291,0.337595908,0.807692308
Derrick Rose,2015,338,835,76,271,152,187,0.404790419,0.280442804,0.812834225
John Wall,2015,518,1165,65,217,284,362,0.444635193,0.299539171,0.784530387
Marc Gasol,2015,530,1072,3,17,350,440,0.494402985,0.176470588,0.795454545
Kemba Walker,2015,378,981,85,280,234,283,0.385321101,0.303571429,0.826855124
Dirk Nowitzki,2015,487,1062,104,274,255,289,0.458568738,0.379562044,0.882352941
Brook Lopez,2015,506,987,1,10,223,274,0.51266464,0.1,0.813868613
Tobias Harris,2015,442,949,87,239,193,245,0.465753425,0.364016736,0.787755102
Eric Bledsoe,2015,468,1047,88,272,353,441,0.446991404,0.323529412,0.800453515
Brandon Knight,2015,375,888,125,321,195,223,0.422297297,0.3894081,0.874439462
Andrew Wiggins,2015,497,1138,39,126,354,466,0.436731107,0.30952381,0.759656652
Tony Wroten,2015,173,431,37,142,119,178,0.401392111,0.26056338,0.668539326
Paul Millsap,2015,443,930,77,216,255,337,0.476344086,0.356481481,0.756676558
Tyreke Evans,2015,521,1165,69,227,202,291,0.4472103,0.303964758,0.694158076
Al Jefferson,2015,485,1009,2,5,108,165,0.480673935,0.4,0.654545455
Kawhi Leonard,2015,394,822,67,192,202,252,0.479318735,0.348958333,0.801587302
Isaiah Thomas,2015,335,797,129,346,302,348,0.420326223,0.37283237,0.867816092
JJ Redick,2015,447,938,200,458,183,203,0.476545842,0.436681223,0.901477833
Kevin Love,2015,413,952,144,392,258,321,0.433823529,0.367346939,0.803738318
Goran Dragic,2015,502,1002,90,259,181,234,0.500998004,0.347490347,0.773504274
Darren Collison,2015,260,550,60,161,145,184,0.472727273,0.372670807,0.788043478
Zach Randolph,2015,454,932,7,20,228,298,0.487124464,0.35,0.765100671
